"Brand_ID,Brand_Name,Country,Year,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs,Product_Lines,Average_Price_USD,Market_Trend,Certifications,ESG_Score,Renewable_Energy_Percent,Ethical_Sourcing_Score,Circularity_Index,Employee_Welfare_Score"
"BRAND-3622,Brand_3622,UK,2013,B,Organic Cotton,Yes,105.65,4683886.95,28340.43,Yes,20,147.56,Declining,GOTS,77.27,55.35,76.26,75.16,44.43"
"BRAND-3623,Brand_3623,China,2016,C,Bamboo Fabric,No,153.9,1592517.01,26225.12,Yes,9,81.55,Declining,B Corp,42.33,61.17,40.23,13.35,58.88"
"BRAND-3624,Brand_3624,Brazil,2011,B,Recycled Polyester,Yes,132.05,2264249.65,22898.74,Yes,2,235.04,Stable,GOTS,72.7,64.25,79.43,32.08,100.0"
"BRAND-3625,Brand_3625,France,2019,C,Organic Cotton,No,494.56,934045.05,15446.08,Yes,12,124.17,Growing,OEKO-TEX,100.0,34.99,33.9,32.03,35.59"
"BRAND-3626,Brand_3626,USA,2017,B,Bamboo Fabric,No,304.11,4925218.02,94102.7,Yes,14,249.57,Declining,Fair Trade,57.78,78.54,75.65,39.99,62.94"
"BRAND-3627,Brand_3627,Germany,2013,B,Hemp,No,171.51,3197242.59,11228.28,No,17,333.23,Stable,Fair Trade,59.49,34.08,74.63,55.23,76.09"
"BRAND-3628,Brand_3628,UK,2016,B,Tencel,No,324.29,1729454.88,80040.62,Yes,9,347.33,Stable,Fair Trade,83.46,78.94,73.44,38.48,36.09"
"BRAND-3629,Brand_3629,India,2016,C,Hemp,No,183.3,3624862.93,31549.34,Yes,8,39.74,Growing,Fair Trade,48.86,57.73,56.77,14.27,55.2"
"BRAND-3630,Brand_3630,USA,2016,B,Organic Cotton,No,437.03,1236821.89,71184.75,Yes,2,92.14,Declining,GOTS,62.51,8.64,79.89,64.27,100.0"
"BRAND-3631,Brand_3631,USA,2012,B,Tencel,No,356.35,767832.94,85112.25,No,6,26.56,Declining,GOTS,80.95,31.54,77.04,55.98,70.9"
"BRAND-3632,Brand_3632,Germany,2021,C,Hemp,Yes,89.03,3996411.42,41651.49,No,16,122.75,Growing,Fair Trade,62.49,8.73,66.22,63.18,58.23"
"BRAND-3633,Brand_3633,Japan,2012,A,Tencel,Yes,299.49,1553251.82,53906.48,No,16,85.64,Declining,OEKO-TEX,68.46,73.59,82.09,58.44,71.58"
"BRAND-3634,Brand_3634,Italy,2020,B,Tencel,No,234.1,1069069.58,20145.47,No,11,52.08,Growing,Fair Trade,83.16,47.46,68.28,74.08,58.2"
"BRAND-3635,Brand_3635,Australia,2021,B,Recycled Polyester,Yes,423.22,614721.12,22173.59,No,9,290.3,Declining,OEKO-TEX,78.32,0.0,79.52,53.49,97.11"
"BRAND-3636,Brand_3636,Brazil,2015,B,Hemp,No,322.61,3227165.27,99491.03,No,10,252.39,Stable,GOTS,76.0,56.27,67.73,75.25,51.15"
"BRAND-3637,Brand_3637,Germany,2017,B,Tencel,Yes,282.45,4079849.61,26145.7,Yes,8,486.4,Growing,GOTS,66.91,36.18,73.9,39.49,59.11"
"BRAND-3638,Brand_3638,USA,2023,B,Tencel,Yes,107.65,3985250.05,32306.24,Yes,5,59.95,Declining,B Corp,77.55,15.36,80.35,40.63,42.63"
"BRAND-3639,Brand_3639,France,2020,A,Hemp,No,396.74,971591.99,25057.88,Yes,17,39.76,Stable,,70.14,84.92,62.84,82.52,62.98"
"BRAND-3640,Brand_3640,India,2015,B,Vegan Leather,Yes,404.93,65760.86,7193.36,No,6,184.69,Declining,B Corp,78.87,50.36,47.79,82.11,65.03"
"BRAND-3641,Brand_3641,Italy,2011,B,Recycled Polyester,Yes,437.26,2154533.84,57253.07,No,15,348.12,Stable,GOTS,64.55,41.54,74.97,66.47,88.33"
"BRAND-3642,Brand_3642,France,2016,B,Tencel,No,197.98,2222507.73,52970.55,Yes,12,113.28,Declining,B Corp,69.26,39.21,91.41,37.22,50.72"
"BRAND-3643,Brand_3643,Italy,2012,C,Hemp,No,334.13,4368839.94,93807.97,Yes,17,144.51,Stable,GOTS,57.15,14.71,75.38,35.61,76.22"
"BRAND-3644,Brand_3644,Germany,2022,B,Tencel,Yes,376.4,3624245.98,54420.42,Yes,16,87.21,Stable,Fair Trade,71.47,19.3,75.73,81.56,69.47"
"BRAND-3645,Brand_3645,Brazil,2014,B,Bamboo Fabric,No,312.25,2508373.24,80707.4,Yes,9,151.81,Stable,Fair Trade,59.83,76.27,69.24,80.45,35.83"
"BRAND-3646,Brand_3646,China,2016,B,Hemp,No,121.37,2021021.04,60966.18,No,3,453.22,Declining,B Corp,55.29,37.57,83.3,53.73,55.67"
"BRAND-3647,Brand_3647,France,2010,B,Vegan Leather,No,154.38,2443763.55,18655.8,No,7,438.75,Growing,GOTS,75.88,48.49,66.65,100.0,54.99"
"BRAND-3648,Brand_3648,India,2022,B,Hemp,Yes,352.03,4984689.06,12425.48,Yes,17,325.99,Growing,OEKO-TEX,75.19,3.02,61.83,64.18,96.61"
"BRAND-3649,Brand_3649,Australia,2013,B,Bamboo Fabric,No,205.05,3049975.14,86537.73,Yes,3,323.86,Stable,GOTS,83.74,19.0,89.9,32.86,77.28"
"BRAND-3650,Brand_3650,USA,2024,B,Bamboo Fabric,Yes,213.36,1274334.08,31408.47,Yes,1,357.71,Stable,OEKO-TEX,65.53,61.42,60.45,49.49,70.46"
"BRAND-3651,Brand_3651,France,2023,B,Vegan Leather,Yes,11.24,1292037.85,28115.48,No,19,56.69,Growing,OEKO-TEX,78.12,56.31,86.01,55.11,0.0"
"BRAND-3652,Brand_3652,USA,2013,A,Tencel,Yes,183.43,3942617.84,16259.37,No,14,199.32,Stable,,80.26,86.57,89.91,56.73,35.56"
"BRAND-3653,Brand_3653,Japan,2020,A,Recycled Polyester,No,314.02,193855.47,39858.78,No,2,433.88,Growing,,78.67,77.55,80.2,80.0,80.37"
"BRAND-3654,Brand_3654,France,2011,C,Bamboo Fabric,Yes,211.18,3102356.15,54061.31,Yes,4,266.31,Declining,Fair Trade,59.62,42.92,47.51,35.87,81.29"
"BRAND-3655,Brand_3655,Australia,2011,B,Vegan Leather,Yes,256.74,2993437.6,96807.56,Yes,4,251.8,Declining,GOTS,74.24,58.4,70.49,28.37,55.38"
"BRAND-3656,Brand_3656,China,2019,B,Recycled Polyester,Yes,369.55,3484781.86,76307.86,No,1,487.36,Stable,B Corp,77.46,41.03,66.36,67.05,68.47"
"BRAND-3657,Brand_3657,Brazil,2014,B,Vegan Leather,Yes,248.19,371856.61,25087.43,Yes,8,127.39,Growing,,72.11,93.21,61.07,44.86,67.26"
"BRAND-3658,Brand_3658,Italy,2020,B,Hemp,No,49.36,4618539.13,2584.17,No,4,204.75,Declining,GOTS,40.7,73.28,72.57,100.0,70.88"
"BRAND-3659,Brand_3659,Germany,2017,A,Recycled Polyester,No,176.43,540033.03,8309.77,Yes,4,455.36,Stable,OEKO-TEX,74.41,51.73,83.85,73.86,61.68"
"BRAND-3660,Brand_3660,India,2017,A,Hemp,Yes,480.32,2886899.41,1780.46,Yes,3,349.4,Stable,,100.0,52.41,61.75,44.49,81.86"
"BRAND-3661,Brand_3661,UK,2016,A,Organic Cotton,Yes,68.94,1078651.16,27398.08,Yes,8,383.92,Growing,B Corp,66.6,79.79,66.92,79.26,86.8"
"BRAND-3662,Brand_3662,Brazil,2016,B,Tencel,Yes,394.93,4745992.88,57321.33,No,1,315.46,Declining,B Corp,61.08,60.75,65.66,69.61,51.69"
"BRAND-3663,Brand_3663,Brazil,2015,A,Tencel,No,283.25,1066293.79,9574.25,Yes,9,265.24,Growing,OEKO-TEX,77.6,82.29,90.95,67.67,47.7"
"BRAND-3664,Brand_3664,Australia,2010,C,Tencel,No,341.08,4544056.48,77636.23,Yes,6,23.15,Growing,OEKO-TEX,76.69,0.0,65.37,52.56,54.47"
"BRAND-3665,Brand_3665,Japan,2017,B,Bamboo Fabric,Yes,83.34,4343084.25,38504.73,Yes,15,112.33,Stable,B Corp,89.89,58.15,47.78,63.41,68.83"
"BRAND-3666,Brand_3666,France,2012,C,Recycled Polyester,Yes,217.21,2666574.13,86490.51,Yes,11,348.08,Declining,,53.13,36.66,41.68,12.94,74.05"
"BRAND-3667,Brand_3667,Germany,2010,A,Tencel,No,392.21,2459836.46,35389.88,Yes,1,207.21,Stable,GOTS,82.97,86.64,76.53,81.34,81.4"
"BRAND-3668,Brand_3668,China,2017,B,Organic Cotton,No,99.82,640868.52,58700.1,No,7,180.3,Stable,,80.86,82.02,56.31,0.0,84.51"
"BRAND-3669,Brand_3669,Italy,2014,B,Bamboo Fabric,No,377.67,659654.05,6503.2,Yes,7,488.61,Stable,GOTS,69.87,48.72,82.04,46.16,74.16"
"BRAND-3670,Brand_3670,China,2017,B,Vegan Leather,Yes,246.81,232264.28,87698.0,Yes,13,378.4,Declining,OEKO-TEX,77.08,81.78,46.04,23.09,71.9"
"BRAND-3671,Brand_3671,Australia,2016,A,Bamboo Fabric,Yes,171.06,1451303.55,78097.25,Yes,20,146.52,Growing,Fair Trade,87.44,87.23,60.3,44.98,96.03"
"BRAND-3672,Brand_3672,USA,2011,B,Organic Cotton,Yes,390.88,1634813.49,41322.07,Yes,1,397.32,Declining,B Corp,85.08,49.64,46.05,53.52,68.09"
"BRAND-3673,Brand_3673,UK,2022,B,Vegan Leather,No,62.42,1852068.56,21572.06,No,10,354.35,Declining,OEKO-TEX,54.85,100.0,77.82,31.06,78.03"
"BRAND-3674,Brand_3674,China,2012,B,Hemp,Yes,208.64,4861161.14,68272.69,Yes,8,271.74,Declining,GOTS,84.3,47.31,81.68,0.0,73.44"
"BRAND-3675,Brand_3675,Italy,2024,B,Vegan Leather,No,9.32,1342467.06,56470.32,No,6,317.07,Declining,,71.03,43.28,76.1,59.14,65.06"
"BRAND-3676,Brand_3676,Italy,2018,B,Organic Cotton,Yes,356.64,4541837.68,24070.7,Yes,8,286.17,Stable,GOTS,73.09,67.05,50.45,96.73,65.17"
"BRAND-3677,Brand_3677,UK,2020,B,Bamboo Fabric,No,487.94,2097783.86,32238.47,No,19,447.91,Declining,B Corp,73.1,40.22,56.58,47.97,90.47"
"BRAND-3678,Brand_3678,USA,2018,B,Vegan Leather,No,133.97,2055248.5,16115.29,No,12,249.1,Stable,OEKO-TEX,69.75,49.88,74.22,74.19,66.47"
"BRAND-3679,Brand_3679,Japan,2011,A,Bamboo Fabric,Yes,51.9,2107008.3,67866.47,Yes,11,293.26,Growing,B Corp,89.88,79.01,39.62,85.09,62.0"
"BRAND-3680,Brand_3680,Australia,2019,B,Vegan Leather,No,474.13,2432176.41,10489.99,Yes,20,190.71,Growing,,70.74,48.42,65.66,17.0,55.47"
"BRAND-3681,Brand_3681,India,2010,B,Organic Cotton,Yes,200.57,2624171.53,24288.84,No,9,274.81,Declining,B Corp,55.21,10.71,97.3,45.85,75.18"
"BRAND-3682,Brand_3682,Germany,2016,B,Tencel,No,198.37,667680.68,58276.81,No,10,408.15,Declining,,66.1,56.08,66.76,29.47,59.29"
"BRAND-3683,Brand_3683,Australia,2021,C,Vegan Leather,Yes,155.53,1405477.19,67407.65,Yes,13,353.85,Declining,,74.68,32.68,43.21,38.87,73.64"
"BRAND-3684,Brand_3684,Japan,2023,A,Hemp,Yes,483.71,2497352.03,23530.4,Yes,18,276.91,Growing,GOTS,90.44,67.04,59.07,89.04,71.02"
"BRAND-3685,Brand_3685,UK,2023,B,Vegan Leather,Yes,226.39,4931255.68,82440.07,No,18,44.67,Stable,,81.05,63.32,58.65,59.47,60.73"
"BRAND-3686,Brand_3686,USA,2010,A,Hemp,Yes,278.76,1283103.02,65190.84,No,15,242.42,Growing,OEKO-TEX,59.24,80.37,100.0,70.78,44.28"
"BRAND-3687,Brand_3687,Brazil,2010,A,Tencel,No,210.02,2340037.87,1390.56,No,13,300.15,Growing,,100.0,67.97,99.98,54.12,50.5"
"BRAND-3688,Brand_3688,UK,2012,B,Tencel,Yes,449.9,4394418.14,77268.87,Yes,13,120.11,Stable,Fair Trade,75.97,71.99,83.16,30.79,53.18"
"BRAND-3689,Brand_3689,India,2013,B,Bamboo Fabric,Yes,98.97,4258658.0,28034.18,Yes,2,292.65,Growing,,91.13,33.28,63.82,68.56,50.93"
"BRAND-3690,Brand_3690,India,2014,A,Organic Cotton,No,350.93,1894073.93,19662.05,No,2,28.83,Declining,B Corp,69.72,65.69,91.61,80.05,75.74"
"BRAND-3691,Brand_3691,Australia,2023,A,Tencel,Yes,474.61,1293637.22,5491.65,No,4,23.18,Growing,GOTS,80.0,91.31,49.6,61.35,100.0"
"BRAND-3692,Brand_3692,Australia,2016,B,Hemp,Yes,86.63,326980.24,27548.29,Yes,18,174.47,Growing,GOTS,84.59,32.85,89.38,64.78,59.31"
"BRAND-3693,Brand_3693,India,2023,A,Recycled Polyester,Yes,247.14,2750380.08,47849.37,No,2,140.68,Declining,,90.27,87.59,86.7,30.3,61.47"
"BRAND-3694,Brand_3694,Australia,2018,B,Vegan Leather,Yes,269.43,2113675.89,87229.87,Yes,11,320.24,Stable,GOTS,87.86,35.91,67.28,69.14,58.06"
"BRAND-3695,Brand_3695,China,2017,A,Bamboo Fabric,Yes,271.25,2706934.11,82222.62,No,14,402.42,Stable,,85.08,29.26,90.51,81.92,82.58"
"BRAND-3696,Brand_3696,India,2020,B,Hemp,Yes,379.1,4145694.63,31379.67,No,18,280.19,Stable,Fair Trade,67.27,54.52,61.95,63.09,75.25"
"BRAND-3697,Brand_3697,Japan,2012,C,Bamboo Fabric,Yes,133.6,4097373.16,15775.6,Yes,1,86.55,Stable,OEKO-TEX,63.42,63.75,47.23,19.06,67.72"
"BRAND-3698,Brand_3698,Germany,2010,A,Tencel,Yes,313.98,4104768.7,73955.21,Yes,2,236.96,Growing,OEKO-TEX,76.99,68.06,87.6,87.71,47.38"
"BRAND-3699,Brand_3699,France,2012,B,Vegan Leather,No,192.11,4134410.91,62826.15,Yes,13,417.46,Growing,Fair Trade,86.0,26.84,68.47,36.1,51.55"
"BRAND-3700,Brand_3700,Italy,2015,B,Bamboo Fabric,Yes,283.8,209719.62,6710.82,Yes,13,172.36,Stable,Fair Trade,68.66,57.56,80.83,62.76,70.98"
"BRAND-3701,Brand_3701,USA,2022,A,Recycled Polyester,Yes,382.28,1949906.0,78861.46,No,18,100.83,Growing,Fair Trade,87.98,32.92,100.0,74.06,71.8"
"BRAND-3702,Brand_3702,USA,2010,B,Vegan Leather,Yes,145.19,981310.25,3868.85,No,1,93.86,Growing,,93.79,15.24,57.0,76.59,67.73"
"BRAND-3703,Brand_3703,India,2021,C,Bamboo Fabric,Yes,438.23,471696.25,95656.1,No,3,157.46,Declining,,58.26,27.57,67.42,19.0,79.3"
"BRAND-3704,Brand_3704,Germany,2011,B,Tencel,No,372.57,3758158.73,76095.09,No,2,168.63,Declining,Fair Trade,59.45,31.48,98.25,57.34,47.22"
"BRAND-3705,Brand_3705,Brazil,2017,B,Vegan Leather,Yes,174.01,720717.73,2853.25,No,17,30.75,Declining,GOTS,69.89,59.48,82.04,56.02,73.16"
"BRAND-3706,Brand_3706,Japan,2022,A,Vegan Leather,Yes,108.95,3153969.85,98744.06,No,16,179.53,Declining,GOTS,76.61,73.35,57.4,83.78,72.22"
"BRAND-3707,Brand_3707,China,2019,C,Vegan Leather,Yes,463.75,2536678.22,13621.72,No,7,472.28,Growing,B Corp,64.13,15.59,52.81,64.17,51.72"
"BRAND-3708,Brand_3708,Brazil,2016,A,Organic Cotton,No,348.14,61995.26,86595.19,No,11,196.56,Growing,GOTS,92.28,55.74,60.49,83.96,57.72"
"BRAND-3709,Brand_3709,Japan,2022,B,Recycled Polyester,No,296.17,4126506.96,85064.74,Yes,17,130.38,Declining,B Corp,78.36,22.11,56.71,65.8,79.78"
"BRAND-3710,Brand_3710,China,2024,B,Tencel,Yes,448.89,3632782.96,8726.81,No,5,191.47,Stable,Fair Trade,72.59,61.84,74.27,53.52,48.64"
"BRAND-3711,Brand_3711,Italy,2015,B,Hemp,Yes,93.5,919147.58,77821.7,Yes,18,307.35,Declining,OEKO-TEX,50.46,34.3,71.41,58.88,100.0"
"BRAND-3712,Brand_3712,Australia,2023,B,Recycled Polyester,No,135.64,1716830.08,39467.8,No,12,327.82,Stable,,52.26,24.87,75.03,85.47,77.45"
"BRAND-3713,Brand_3713,France,2023,B,Hemp,No,111.5,1360873.49,8761.26,Yes,19,305.93,Declining,GOTS,76.22,65.59,54.87,29.06,67.03"
"BRAND-3714,Brand_3714,UK,2017,C,Hemp,Yes,364.1,1000033.88,12300.08,No,5,471.16,Declining,OEKO-TEX,40.01,35.09,68.72,73.12,63.71"
"BRAND-3715,Brand_3715,China,2024,B,Hemp,Yes,277.57,4031546.13,24507.74,No,19,386.83,Declining,OEKO-TEX,87.19,41.05,33.0,42.45,81.4"
"BRAND-3716,Brand_3716,China,2020,C,Organic Cotton,Yes,452.59,4926852.65,65750.7,Yes,18,397.57,Stable,B Corp,69.63,0.0,72.61,38.15,61.01"
"BRAND-3717,Brand_3717,Japan,2016,A,Hemp,No,191.16,4474783.45,5587.4,No,8,280.2,Growing,Fair Trade,100.0,68.82,91.16,75.47,61.7"
"BRAND-3718,Brand_3718,UK,2022,B,Tencel,Yes,80.46,4682281.98,64254.15,Yes,19,294.55,Declining,B Corp,100.0,66.06,44.35,37.34,92.69"
"BRAND-3719,Brand_3719,France,2010,B,Vegan Leather,Yes,265.74,749662.0,70180.18,Yes,8,124.79,Growing,GOTS,69.28,48.12,78.7,62.54,59.98"
"BRAND-3720,Brand_3720,Japan,2016,C,Bamboo Fabric,No,407.71,3596255.02,47862.68,No,11,83.0,Growing,,70.4,14.39,59.0,45.22,70.31"
"BRAND-3721,Brand_3721,Australia,2011,B,Recycled Polyester,No,369.06,3499840.49,36952.86,No,3,362.89,Growing,B Corp,86.93,74.61,84.45,7.86,55.08"
"BRAND-3722,Brand_3722,China,2011,A,Tencel,Yes,308.56,4012797.29,89271.72,No,12,70.05,Stable,B Corp,97.55,33.34,72.86,64.55,72.4"
"BRAND-3723,Brand_3723,Germany,2014,B,Bamboo Fabric,Yes,126.86,3931858.55,37949.84,No,19,457.33,Declining,OEKO-TEX,47.43,38.03,77.28,57.53,77.87"
"BRAND-3724,Brand_3724,Japan,2017,B,Hemp,Yes,432.94,428290.59,10210.58,No,13,420.33,Stable,GOTS,45.2,98.86,71.17,16.8,96.61"
"BRAND-3725,Brand_3725,Brazil,2013,B,Hemp,No,393.34,3379593.61,91690.2,No,14,461.12,Growing,Fair Trade,62.67,32.52,93.91,41.03,52.07"
"BRAND-3726,Brand_3726,Australia,2018,B,Vegan Leather,Yes,164.75,1502746.44,26368.1,No,15,435.09,Declining,OEKO-TEX,80.74,64.33,76.25,18.86,43.39"
"BRAND-3727,Brand_3727,Australia,2014,B,Hemp,Yes,158.87,2701868.14,91457.45,Yes,1,230.88,Declining,OEKO-TEX,79.45,60.37,57.3,69.63,63.46"
"BRAND-3728,Brand_3728,Australia,2013,A,Tencel,No,346.51,775296.27,91755.53,Yes,17,308.52,Declining,OEKO-TEX,88.05,56.58,71.78,82.76,57.51"
"BRAND-3729,Brand_3729,Brazil,2010,B,Bamboo Fabric,Yes,438.6,674345.69,69657.92,Yes,7,443.4,Growing,B Corp,54.0,54.2,63.36,71.99,67.74"
"BRAND-3730,Brand_3730,USA,2010,B,Tencel,Yes,63.26,915405.23,8745.75,No,8,123.09,Declining,,37.26,56.28,72.92,74.78,76.87"
"BRAND-3731,Brand_3731,Australia,2024,B,Recycled Polyester,Yes,264.35,2429935.0,55682.66,No,1,177.44,Declining,B Corp,84.87,53.98,62.44,44.64,100.0"
"BRAND-3732,Brand_3732,UK,2015,B,Recycled Polyester,Yes,302.36,2594797.08,37298.06,Yes,2,222.97,Stable,B Corp,59.58,46.86,57.82,65.94,60.32"
"BRAND-3733,Brand_3733,Brazil,2022,B,Tencel,Yes,281.53,2883007.61,86129.65,Yes,3,117.72,Growing,Fair Trade,41.72,81.25,73.59,54.82,30.42"
"BRAND-3734,Brand_3734,India,2021,B,Bamboo Fabric,Yes,30.38,1383636.17,20414.76,No,4,459.91,Declining,GOTS,74.18,19.12,71.0,58.71,63.95"
"BRAND-3735,Brand_3735,Germany,2012,A,Tencel,No,443.83,1694626.24,5608.74,No,14,452.97,Growing,,83.9,70.47,89.15,74.15,73.96"
"BRAND-3736,Brand_3736,France,2016,B,Vegan Leather,Yes,155.16,2483685.83,31295.4,Yes,14,413.76,Stable,B Corp,70.17,66.09,62.53,78.51,51.52"
"BRAND-3737,Brand_3737,Australia,2014,B,Vegan Leather,Yes,205.65,3671411.04,84403.33,Yes,4,73.2,Declining,,65.13,63.36,34.34,47.2,71.97"
"BRAND-3738,Brand_3738,USA,2023,B,Recycled Polyester,No,371.71,1734530.56,14615.59,No,4,313.84,Growing,Fair Trade,69.61,72.57,63.45,26.85,70.34"
"BRAND-3739,Brand_3739,USA,2023,C,Recycled Polyester,Yes,174.92,2318922.67,26766.28,No,9,402.92,Declining,Fair Trade,66.44,45.96,40.72,51.25,72.42"
"BRAND-3740,Brand_3740,France,2016,C,Hemp,No,92.23,1490097.15,31404.62,No,7,128.63,Declining,B Corp,51.78,6.88,77.48,50.61,81.45"
"BRAND-3741,Brand_3741,UK,2024,C,Hemp,No,274.89,3494641.59,17289.36,No,14,395.37,Growing,,61.28,46.41,39.87,60.69,66.59"
"BRAND-3742,Brand_3742,UK,2011,B,Organic Cotton,No,24.22,699915.22,72591.3,Yes,17,176.71,Growing,B Corp,79.82,26.19,52.21,71.66,77.31"
"BRAND-3743,Brand_3743,Australia,2018,C,Vegan Leather,No,325.02,2584399.23,39220.18,Yes,20,26.01,Stable,OEKO-TEX,76.83,31.9,63.48,16.71,37.42"
"BRAND-3744,Brand_3744,UK,2012,B,Hemp,No,419.45,4551632.51,23818.45,No,6,431.82,Declining,OEKO-TEX,74.52,20.67,97.79,41.58,51.64"
"BRAND-3745,Brand_3745,USA,2017,C,Tencel,No,456.8,4443716.74,95075.32,No,9,459.34,Stable,GOTS,57.07,37.5,50.69,35.72,62.19"
"BRAND-3746,Brand_3746,France,2010,B,Organic Cotton,Yes,267.47,355022.29,68417.28,Yes,12,326.71,Declining,Fair Trade,69.28,34.87,70.22,80.02,50.91"
"BRAND-3747,Brand_3747,Brazil,2014,C,Recycled Polyester,Yes,227.43,852663.37,6747.11,No,12,164.93,Stable,,39.34,0.0,80.44,50.83,68.11"
"BRAND-3748,Brand_3748,Brazil,2021,A,Tencel,No,376.64,3041927.8,72711.19,No,10,127.27,Declining,,74.68,63.4,96.71,44.74,62.16"
"BRAND-3749,Brand_3749,China,2023,A,Hemp,No,382.77,3761178.37,33274.68,Yes,4,75.96,Stable,B Corp,93.43,96.85,84.0,65.77,60.26"
"BRAND-3750,Brand_3750,Germany,2024,B,Bamboo Fabric,Yes,332.15,1532183.67,55426.18,No,15,166.41,Growing,,49.89,61.34,89.69,43.14,83.02"
"BRAND-3751,Brand_3751,USA,2011,B,Hemp,Yes,21.3,956439.27,12825.3,Yes,8,471.65,Declining,GOTS,63.21,43.54,85.56,54.7,69.42"
"BRAND-3752,Brand_3752,UK,2020,B,Vegan Leather,No,240.5,1496539.14,91344.63,No,2,27.35,Growing,Fair Trade,76.94,46.8,48.24,91.28,49.58"
"BRAND-3753,Brand_3753,China,2019,A,Bamboo Fabric,No,179.25,4571933.36,66932.86,Yes,5,399.78,Growing,OEKO-TEX,90.79,38.74,76.47,90.73,57.74"
"BRAND-3754,Brand_3754,India,2024,B,Organic Cotton,Yes,241.42,4446073.8,72552.97,No,7,341.86,Growing,OEKO-TEX,65.28,49.98,85.28,46.85,80.8"
"BRAND-3755,Brand_3755,China,2023,B,Bamboo Fabric,No,52.06,898767.83,82568.12,Yes,19,77.22,Declining,OEKO-TEX,61.62,47.19,52.78,51.35,71.4"
"BRAND-3756,Brand_3756,Brazil,2011,C,Organic Cotton,Yes,321.98,4976613.35,47619.24,No,15,92.12,Declining,,42.47,29.5,59.56,42.62,88.33"
"BRAND-3757,Brand_3757,India,2020,B,Vegan Leather,No,167.51,2012948.87,29799.47,No,18,39.76,Declining,,73.55,85.02,55.54,16.48,82.39"
"BRAND-3758,Brand_3758,India,2022,A,Tencel,No,423.56,4995453.48,84195.98,No,7,368.26,Stable,,100.0,15.28,83.91,75.72,61.39"
"BRAND-3759,Brand_3759,Brazil,2013,A,Hemp,No,468.49,1829903.87,17620.84,Yes,7,179.04,Growing,B Corp,76.16,63.8,68.75,100.0,92.4"
"BRAND-3760,Brand_3760,USA,2022,B,Tencel,Yes,180.62,2852446.08,95970.2,Yes,8,73.74,Growing,Fair Trade,71.67,45.77,64.22,46.13,93.8"
"BRAND-3761,Brand_3761,France,2022,B,Tencel,Yes,94.3,1714636.24,19455.31,Yes,20,229.95,Stable,,76.83,89.82,46.93,38.66,37.65"
"BRAND-3762,Brand_3762,Germany,2024,B,Bamboo Fabric,No,380.95,1242219.44,11430.08,No,19,411.58,Growing,,71.83,55.5,68.79,49.54,68.54"
"BRAND-3763,Brand_3763,USA,2016,B,Organic Cotton,No,495.22,1658626.38,74478.68,No,7,437.2,Declining,Fair Trade,59.8,40.08,59.78,56.7,58.65"
"BRAND-3764,Brand_3764,Japan,2022,B,Recycled Polyester,No,341.96,864665.5,31699.76,Yes,12,74.34,Growing,GOTS,84.35,42.55,74.38,32.29,63.57"
"BRAND-3765,Brand_3765,Germany,2014,B,Organic Cotton,Yes,9.61,806151.86,7320.77,Yes,16,368.96,Declining,,75.39,48.88,49.43,45.83,54.13"
"BRAND-3766,Brand_3766,USA,2024,B,Organic Cotton,No,113.23,2443774.69,59900.86,No,11,350.29,Stable,OEKO-TEX,72.26,22.86,73.2,75.3,52.0"
"BRAND-3767,Brand_3767,Australia,2019,B,Recycled Polyester,No,347.42,738945.6,3865.65,Yes,8,457.71,Declining,GOTS,57.37,31.13,62.1,57.55,83.32"
"BRAND-3768,Brand_3768,France,2012,B,Tencel,No,102.49,1938877.75,73643.23,Yes,13,344.81,Declining,GOTS,91.55,8.73,47.51,80.41,48.14"
"BRAND-3769,Brand_3769,China,2017,B,Vegan Leather,Yes,435.43,3020817.21,10009.11,Yes,9,332.6,Declining,Fair Trade,81.97,27.69,46.11,62.3,69.59"
"BRAND-3770,Brand_3770,Italy,2018,C,Organic Cotton,No,55.94,3260607.32,51593.52,No,5,425.79,Growing,B Corp,63.71,50.07,48.81,33.22,45.06"
"BRAND-3771,Brand_3771,China,2021,B,Recycled Polyester,No,343.58,1754291.0,9012.85,No,9,246.84,Growing,Fair Trade,87.03,54.6,66.28,43.48,89.58"
"BRAND-3772,Brand_3772,China,2023,C,Tencel,Yes,22.5,4860223.56,31221.96,No,12,487.6,Growing,GOTS,64.54,4.45,72.18,59.97,68.51"
"BRAND-3773,Brand_3773,Brazil,2019,B,Tencel,Yes,182.42,3464574.79,3338.42,Yes,10,305.61,Stable,GOTS,60.27,44.98,74.86,32.55,80.67"
"BRAND-3774,Brand_3774,UK,2013,B,Recycled Polyester,Yes,394.03,3676741.79,34193.83,No,10,320.29,Stable,OEKO-TEX,60.6,60.4,75.54,29.95,71.32"
"BRAND-3775,Brand_3775,Japan,2020,C,Recycled Polyester,No,437.23,4069800.64,55548.03,Yes,3,423.58,Growing,OEKO-TEX,45.43,44.42,56.35,31.16,63.69"
"BRAND-3776,Brand_3776,Australia,2011,B,Tencel,No,474.73,3167410.61,72390.88,Yes,19,324.58,Declining,OEKO-TEX,79.07,34.06,89.05,65.32,69.16"
